0	0
1	0
2	1
3	1
4	0
5	0
6	0
7	1
8	1
9	0
10	0
11	0
12	0
13	1
14	1
15	1
16	1
17	0
18	1
19	0
20	1
21	1
22	1
23	1
24	1
25	0
26	1
27	0
28	1
29	1
30	1
31	0
32	0
33	1
34	1
35	0
36	1
37	0
38	1
39	0
40	0
41	1
42	1
43	0
44	1
45	0
46	1
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	1
55	1
56	0
57	0
58	1
59	1
60	1
61	0
62	1
63	1
